kernel,output_mode,index_dtype,num_tokens,num_experts,topk,score_function,group_topk,dtype,test_pass,fused_ms,ref_ms,speedup,fused_gbps,ref_gbps
topk,sparse,-,262144,2304,16,sigmoid,0,float32,backward_raw,14.147625732421876,14.197996826171876,1.003560392019317,554.9862030917532,553.0172449064435
topk,sparse,-,262144,2304,36,sigmoid,0,float32,forward,178.0685546875,18.213668212890624,0.10228458497265032,44.093900249706316,431.0903765361761
topk,sparse,-,262144,2304,36,sigmoid,0,float32,backward_raw,14.518187255859376,14.19799072265625,0.977945143731777,540.820761547288,553.0174826407441
aux_loss,sparse,-,4096,256,8,softmax,0,float32,forward,0.022047359943389893,0.07472000122070313,3.3890679615409116,618.2820997616501,182.43425826153546
aux_loss,sparse,-,4096,256,8,softmax,0,float32,backward_raw,0.003943679928779602,0.023444480895996093,5.944823443937841,3190.6524432102847,536.7110517746179
aux_loss,sparse,-,4096,384,6,softmax,0,float32,forward,0.02098560094833374,0.10580927848815919,5.041994210633289,974.3457931150411,193.2461150114372
aux_loss,sparse,-,4096,384,6,softmax,0,float32,backward_raw,0.004741120040416717,0.023667199611663817,4.991900523485502,3980.993486581506,797.4905485099393
aux_loss,sparse,-,4096,512,10,softmax,0,float32,forward,0.05414432048797607,0.14151712417602538,2.6137021002498746,503.5242063118022,192.64789444201168
aux_loss,sparse,-,4096,512,10,softmax,0,float32,backward_raw,0.005716480016708374,0.023644158840179442,4.136139507366645,4402.328692909665,1064.3569166535428
aux_loss,sparse,-,4096,512,22,softmax,0,float32,forward,0.2077008056640625,0.14163392066955566,0.6819131982503519,131.2608100523954,192.489029966253
aux_loss,sparse,-,4096,512,22,softmax,0,float32,backward_raw,0.0056921601295471195,0.02390687942504883,4.199966072801067,4421.137745118608,1052.6603473656244
aux_loss,sparse,-,4096,896,16,softmax,0,float32,forward,0.19913471221923829,0.16211519241333008,0.8140981077917174,239.58760111834857,294.2981918582788
aux_loss,sparse,-,4096,896,16,softmax,0,float32,backward_raw,0.010329279899597168,0.028491199016571045,2.758294798234887,4263.626547840719,1545.7472314304973
aux_loss,sparse,-,4096,2304,16,softmax,0,float32,forward,0.840512924194336,0.255183048248291,0.30360395527872913,145.96252891363537,480.7662297404257
